date,content,source,user_name,followers,handle,location,country,link,tags,replies,reposts,likes,views,included_url
2025-02-20,"What a day at #TTLC25! Amazing weather in California, shoutout to @IASLC
Wrapping up with a “Expert vs Al” ADC challenge. 
Don’t forget to come by tomorrow to the poster sessions. Ending the debate between Flaura 2 vs Mariposa 
#LCSM",x.com,Sanad Alhushki,327,@SanadAlhushki,,Kingdom of Jordan,https://x.com/SanadAlhushki/status/1892775294878072919,"#TTLC25, #LCSM",2,5,39,5000,
2025-02-20,"Aside from the amazing #science and #discussions that’s going on, the #distractions outside #TTLC25 cannot be ignored! A little too chilly to dip into the pool - but maybe should try the late afternoon!",x.com,"Herbert Loong, MBBS, FASCO",4102,@herbloong,Hong Kong,China,https://x.com/herbloong/status/1892699551657533827,"#science, #discussions, #distractions, #TTLC25 ",0,2,4,670,
2025-02-20,#TTLC25 and ⁦@HopkinsThoracic @kamarroneMD @vincentlamMD and Christine Hann!,x.com,Dr. Julie Brahmer,1582,@JulieBrahmer,"Baltimore, MD",United States,https://x.com/JulieBrahmer/status/1892776347636027565,#TTLC25 ,1,3,32,1171,
2025-02-20,"Miss being at #TTLC25 this year but living vicariously through my friend @lungoncdoc @NarjustFlorezMD posts! Excited for my fellows’ posters tomorrow @SanadAlhushki
 @DocSamDeshmukh
 Thank you #lcsm @IASLC community for supporting these budding oncologists! @CharuAggarwalMD",x.com,"Aakash Desai, MD, MPH",5682,@ADesaiMD,"Birmingham, AL",United States,https://x.com/ADesaiMD/status/1892781604885479724,#TTLC25 ,2,9,24,3266,
2025-02-20,Thank you Dr @Latinamdfor your insights today. It was so much fun interacting with you and learning about using social media. #TTLC25,x.com,"Dr.Sameer Deshmukh,MBBS",1761,@DocSamDeshmukh,"Birmingham, AL",United States,https://x.com/DocSamDeshmukh/status/1892820053839503675,#TTLC25,1,0,6,628,
2025-02-20,"Such a fun day today at #TTLC25 listening to amazing oncologists and connecting with them. Thank you 
@IASLC

Excited to represent @ONealCancerUAB and present our posters tomorrow with my friend @SanadAlhushki guided by the best mentor @ADesaiMD, who's being badly missed.",x.com,"Dr.Sameer Deshmukh,MBBS",1761,@DocSamDeshmukh,"Birmingham, AL",United States,https://x.com/DocSamDeshmukh/status/1892821917993681181,#TTLC25 ,1,3,13,974,
2025-02-20,City of Hope lung team at #TTLC25 @IASLC @DrRaviSalgia @RamyaRMuddasani,x.com,Jyoti Malhotra,623,@JyotiMalhotraMD,CA,United States,https://x.com/JyotiMalhotraMD/status/1892809260880580887,#TTLC25 ,1,4,31,1831,
2025-02-20,"#TTLC25 Join me at Huntington Ballroom to discuss how to still use social media to connect & other career advice sessions  for trainees and junior faculty- starting at 12:45pm #lcsm ⁦
@HemOncFellows
⁩@IASLC
",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1892674350056407183,"#TTLC25, #lcsm",0,8,25,3350,
2025-02-20,"Great food, even better company! 
@dwightowenmd
 
@gdurm
 
@Joshua_Reuss
 
@chulkimMD
 
@lungoncdoc
 
@kaushalpar
 
@Sonampuri
 
@DipeshUpretyMD
 #AngelQin #TTLC25",x.com,"Bruna Pellini, MD",2026,@BrunaPellini,"Tampa, FL",United States,https://x.com/BrunaPellini/status/1892821901208129619," #AngelQin, #TTLC25",1,7,39,1727,
2025-02-20,"Amazing live recording with Drs. @sands_jacob and 
@triparnasen about targeted therapy and SCLC

Live from Huntington Beach it’s Lung Cancer Considered! 

@IASLC @Florez_Lab",x.com,"Narjust Florez, MD, FASCO",24100,@NarjustFlorezMD,"Boston, MA",United States,https://x.com/NarjustFlorezMD/status/1892765410308571152,,0,5,25,1254,
2025-02-20,"Hear Her 
@Florez_Lab @YoungLungCancer @NarjustFlorezMD @TTLC

Lung Cancer in Women",x.com,Lou Jimenez,67,@jimenezlou,NJ,United States,https://x.com/jimenezlou/status/1892781200487407667,,0,3,17,1018,
2025-02-20,"EGFR #PACC mutations is one of the fastest moving space in TKI development in lung cancer, together with #EGFR ex20 and #HER2 ex20. Multiple global phase 3 trials aim to move highly effective TKIs to the first-line setting to render maximal benefit to our patients. 
@EGFRResisters
 
@oncodaily
 
@TargetedOnc
 
@OncoViews
 
@MDAndersonNews",x.com,"Xiuning Le MD PhD
",1589,@LeXiuning,"Houston, Tx",United States,https://x.com/LeXiuning/status/1892641157953520119,"#PACC, #EGFR, #HER2",3,19,55,4044,
2025-02-20,"@UMGCCC thoracic oncologist 
@KatherineScilla participating in a discussion panel on egfr her2 met targeted agents at the 2025 
@IASLC TTLC conference Huntington Beach CA 
@UMGCCC @UMmedschool
@umms @UMBaltimore #lcsm",x.com,Taofeek K Owonikoko,2371,@teekayowo,"Pittsburgh, PA",United States,https://x.com/teekayowo/status/1892747072798884345, #lcsm,0,1,3,100,
2025-02-20,"#TTLC25 - this meeting is just flan-tastic!
@IASLC
 
@NarjustFlorezMD",x.com,Balazs Halmos,8484,@BalazsHalmosMD,"Ridgefield, CT",United States,https://x.com/BalazsHalmosMD/status/1892684484040130825,#TTLC25,4,0,29,1237,
2025-02-20,"Fantastic comprehensive talk on role of consolidative radiation in lung cancer treatment by colleague Dr David Kozono

Great discussion regarding existing data including PORT and ongoing trials - and subsequent Q&A!

@danafarber.bsky.social
 
#lcsm #oncsky 
@iaslc.bsky.social",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3liniz2lg5c23,"#lcsm, #oncsky ",0,2,3,,
2025-02-20,"Lively (post 6p!) debate on potential role of ADCs in NSCLC by colleague Dr Jacob Sands and Dr Rachel Sanborn #TTLC25

@danafarber.bsky.social
 #lcsm #oncsky",https://bsky.app/,"Jia Luo, MD",1100,@jia-luo.bsky.social,,United States,https://bsky.app/profile/jia-luo.bsky.social/post/3linvd2bqek26,"#TTLC25, #lcsm, #oncsky",0,0,1,,
2025-02-21,"Well done, Summer. Thank you for reminding our incredible research, medical and pharma community what matters. Until we have cures for everyone with lung cancer, we cannot be complacent even in the face of good data from clinical trials. #TTLC25",x.com,ALK Positive,2626,@ALKPositiveinc,,United States,https://x.com/ALKPositiveinc/status/1892913022030483807,#TTLC25,0,0,1,82,
2025-02-21,"Fantastic reminders from fellow 
@ALKPositiveinc
 Board Member Summer Farmen on why we patient advocates are here at conferences like 
@IASLC
 #TTLC25.

We are your reminders of why quality of life matters and not to be complacent even in the face of great clinical trial data.

#LCSM",x.com,Yvonne Diaz,1090,@Yvonne_Diaz_,,United Kingdom,https://x.com/Yvonne_Diaz_/status/1892915387282424073,"#TTLC25, #lcsm, #oncsky",1,9,34,1637,
2025-02-21,"My good friend and thoracic oncology leader, Dr. 
@BrunaPellini
, shares her journey and key lessons in the field:

“If you don’t ask, you won’t know. And the worst they can say is no.”

@IASLC
 #TTLC25",x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1892957787409232325,#TTLC25,1,7,30,3597,
2025-02-21,Lots of Buzz happening at #TTLC25 by Lung Cancer KOLs.  Here's a sample of some of their key tweets!,x.com,KOL Pulse AI,729,@KolPulseAI,"Savannah, GA",United States,https://x.com/KolPulseAI/status/1892961926696554917,#TTLC25 ,1,2,3,347,
2025-02-21,No better way to start the 2nd day of 2025 lung target conference  #TTLC25 #MorningBeachRun,x.com,Mya Tran,110,@MyaPrecisionG,"Indianapolis, IN",United States,https://x.com/MyaPrecisionG/status/1892962120695755075,"#TTLC25, #MorningBeachRun",0,0,1,133,
2025-02-21,"Great talk by Dr. Wilson about MEK1 (MAP2K1) mutant NSCLC. 
MAPK deactivation Resistance to Combination strategies of MEKi with KRASi, EGFRi
 Novel RAF/MEK clamp, molecular glue might hold the key  to solve this dilemma #TTLC25 #MEK1 #MAPK #TargetedTherapy ",x.com,Mya Tran,110,@MyaPrecisionG,"Indianapolis, IN",United States,https://x.com/MyaPrecisionG/status/1892996338272395632,"#TTLC25, #MEK1, #MAPK, #TargetedTherapy ",0,4,11,697,
2025-02-21,"Is early always better? Dr.Hanna on the potential role of KRAS/BRAF targeted therapy in early stage NSCLC 
Probbaly Not (at least at this time) @hannawants2ELCN
 #TTLC25 
@IUCancerCenter",x.com,Mya Tran,110,@MyaPrecisionG,"Indianapolis, IN",United States,https://x.com/MyaPrecisionG/status/1892997412408447066, #TTLC25,0,1,8,516,
2025-02-21,"Foggy morning @ Huntington Beach 

#TTLC25",x.com,"Narjust Florez, MD, FASCO",24100,@NarjustFlorezMD,"Boston, MA",United States,https://x.com/NarjustFlorezMD/status/1892962226211856675,#TTLC25,0,0,13,621,
2025-02-21,"Tell me you are an island girl without telling me

Another day at 
@IASLC
 #TTLC25

Ready to take the podium today to discuss the changing demographics in lung cancer",x.com,"Coral Olazagasti, MD",2964,@COlazagasti,"Miami, FL",United States,https://x.com/COlazagasti/status/1892975980706185227,#TTLC25,3,2,51,1620,
2025-02-21,"Always a pleasure to debate 
@charlesrudin
 
@IASLC
 #TTLC25 #LCSM but don’t forget the part that “Houston” was who brought home everyone alive. 
@NASA
 #Apollo13 
@MDAndersonNews",x.com,"Lauren Averett Byers, MD",2179,@LaurenByersMD,"Houston, TX",United States,https://x.com/LaurenByersMD/status/1892977309100970312,"#TTLC25, #LCSM,
 #Apollo13 ",0,8,38,1883,
2025-02-21,"Great overview by @JSabari of the combination strategies with #KRAS G12C inhibitors for #NSCLC, current barriers with those regimens (e.g. hepatic toxicity), and clinical trials aiming to bring G12C inhibitors into the front-line setting. #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1892979889977938331,"#TTLC25, #KRAS ",1,10,18,2468,
2025-02-21,@LauraAtHome @IASLC #TTLC25 We are closely catching up on all what is going on with clinical trials in #KRAS Lung & Smoking Related Lung Cancers.,x.com,Dr. Nagla Abdel Karim,2514,@NaglaAKarimMD,VA,United States,https://x.com/NaglaAKarimMD/status/1892983157726818636,"#TTLC25, #KRAS ",0,5,22,818,
2025-02-21,"Dr. @FSkoulidis from @MDAndersonNews highlights the clinical impact of STK11 and KEAP1 alterations in treatment:

STK11 affects outcomes with single-agent anti-PD-(L)1 therapy.
KEAP1 drives strong resistance to platinum chemotherapy.

#TTLC25 
@IASLC",x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1892992539998769330,#TTLC25,1,14,33,4167,
2025-02-21,"Truly excellent review by @KCArbourMD of #BRAF mutations in #NSCLC, including different mutation classes, clinical activity & toxicity profiles of dabrafenib/trametinib & encorafenib/binimetinib, emerging therapies for class II mutations & need for drugs w/ CNS penetrance #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1892994657723859030,"#TTLC25, #BRAF, #NSCLC",0,5,9,1332,
2025-02-21,"Join us at Johnson & Johnson's satellite symposium today at #TTLC25!
Combined Power to Change the Game: RYBREVANT® + LAZCLUZE in First-Line Treatment of EGFR+ Locally Advanced or mNSCLC
12:30 PM
Learn about the MARIPOSA approval & more: https://bit.ly/TTLC25JJ",x.com,IASLC,19800,@IASLC,"Denver, CO",United States,https://x.com/IASLC/status/1892995143310925875,#TTLC25,0,1,0,400,https://www.jnjsymposium21feb2025.com/
2025-02-21,"Dr.  @hannawants2ELCN from @IUCancerCenter raises a key question in early-stage, resectable NSCLC:

Should we expand targeted therapy use beyond EGFR & ALK alterations in the early-stage setting?

Ongoing NAUTIKA1 ph II umbrella trial to help inform our practice.

@IASLC
 #TTLC25",x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1892995501701677282, #TTLC25,0,10,19,1595,
2025-02-21,"Great panel discussion for the “Targeted therapy: KRAS, BRAF, SHP2, SOS1” session. 

This is an evolving field with many compounds (e.g. pan-RASi, allele specific KRASi, degraders, RAS-MEK glue, next-gen BRAFi) undergoing clinical trial development.

#TTLC25",x.com,Chul Kim,3039,@chulkimMD,Washington DC,United States,https://x.com/chulkimMD/status/1892999284703764734,#TTLC25,0,5,17,1310,
2025-02-21,"Great to see @KHigginsMD discuss LU005 and Adriatic on integrating #radonc with immunotherapy for #sclc at #TTLC25. Flying the flag for #radonc and 
@IASLC
 
@NRGonc
 
@TROGfightcancer
 
@IJROBP
  
@gerryhanna
 
@NarjustFlorezMD",x.com,RadOncResearch,545,@HegiFiona,,Australia,https://x.com/HegiFiona/status/1893000629527945286,#TTLC25,1,6,14,1311,
2025-02-21,"Let’s connect at the IASLC #TTLC25 Meeting!

Our team is here to share insights on our INBRX-106 clinical trial, currently enrolling patients with #NSCLC.

Join us as we explore advancements in targeted therapies and their potential impact on the future of lung cancer research.",x.com,"Inhibrx Biosciences, Inc.",64,@inhibrx,"San Diego, CA",United States,https://x.com/inhibrx/status/1893000710314250542,"#TTLC25 ,#NSCLC",0,1,5,545,
2025-02-21,@EGFRResisters crew reunited at #TTLC25! Thanks to @jillfeldman4 @EGFRSummit or bringing us together as friends and collaborators for many years to come! @fangdisun @AHerrmannMD @SWaliany @JessieStuart316 @mjeng21,x.com,"Kelsey Pan, MD, MPH",514,@KelseyPanMD,"Houston, TX",United States,https://x.com/KelseyPanMD/status/1893012940510654611,#TTLC25,1,7,33,3524,
2025-02-21,"DFCI Thoracic Oncology Team at #TTLC25! 
@IASLC
 
@JuliaRotow
 
@sands_jacob
 
@Jia_Luo
  
@NarjustFlorezMD
 
@DavidBarbie8",x.com,Dana-Farber's Lowe Center for Thoracic Oncology,147,@DFarberThoracic,"Boston,MA",United States,https://x.com/DFarberThoracic/status/1893014004106162328,#TTLC25,0,5,21,1079,
2025-02-21,"Great talk by @BenCreelan discussing emerging data on outcomes with CAR-T across solid tumors, including CAR-T targeting t talk by 
@BenCreelan discussing emerging data on outcomes with CAR-T across solid tumors, including CAR-T targeting #DLL3 or #B7H3 in #SCLC, data with #TIL therapy in IO-naïve pts w/ NSCLC w/ PD-L1 <1%, and potential benefits of recombinant TILs. #TTLC25therapy in IO-naïve pts w/ NSCLC w/ PD-L1 <1%, and potential benefits of recombinant TILs. #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893019047433814221,"#DLL3, #B7H3,  #SCLC,  #TIL,  #TTLC25",1,12,36,3728,
2025-02-21,"Fun time chatting with @herbloong
 about his journey in oncology, understanding cancer care landscape in HK and his recent trip to India.

We didn't discuss about the amazing street food in Hong Kong, India and other parts of Asia.
#TTLC25",x.com,"Dr.Sameer Deshmukh,MBBS",1761,@DocSamDeshmukh,"Birmingham, AL",United States,https://x.com/DocSamDeshmukh/status/1893021754597003569,#TTLC25,2,1,5,543,
2025-02-21,Excitement cannot begin to explain our feelings about sessions today at #TTLC25.,x.com,#FlorezLab,1493,@Florez_Lab,"Boston, MA",United States,https://x.com/Florez_Lab/status/1893022387039289616,#TTLC25,1,1,1,393,
2025-02-21,"Come check out @NarjustFlorezMD
  in the session ""Changing Demographics of Lung Cancer"" tackling the treatment of young lung cancer. Be there when the conversation starts at 1:40pm PST—don't miss this FIRST of its kind discussion at #TTLC25!",x.com,#FlorezLab,1493,@Florez_Lab,"Boston, MA",United States,https://x.com/Florez_Lab/status/1893022395797066152,#TTLC25,0,1,2,358,
2025-02-21,"Dr. @AnaVManana discusses the potential of oncolytic viruses as a therapeutic approach for lung cancer. 

#TTLC25 
@IASLC",x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1893025394699161928,#TTLC25,1,5,23,1740,
2025-02-21,"@AnaVManana takes the podium at #TTLC25 to discuss: Oncolytc viruses and intratumoral therapy

@IASLC
 
@Florez_Lab",x.com,"Coral Olazagasti, MD",2964,@COlazagasti,"Miami, FL",United States,https://x.com/COlazagasti/status/1893025433165185194,#TTLC25,0,4,13,652,
2025-02-21,"Big day ahead at #TTLC25!

Grateful for the opportunity to present our poster this evening. If you're around, I'd love to connect, exchange ideas, and learn more about your work. Hope to see you there!

Thanks to 
@ADesaiMD

@JanKemnade
. 

@ONealCancerUAB

@InfirmaryHealth",x.com,"Dr.Sameer Deshmukh,MBBS",1761,@DocSamDeshmukh,"Birmingham, AL",United States,https://x.com/DocSamDeshmukh/status/1893026067075485952,#TTLC25,7,8,30,4746,
2025-02-21,"My  labtop has more Puertorican pride than yours at #TTLC25 
@IASLC
 
@AnaVManana
 
@COlazagasti
 #RePREsentando
@LatinxOncology
 
@LatinasInMed",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893028641648304618,"#TTLC25,  #RePREsentando",0,0,3,326,
2025-02-21,"#TTLC25 Great presentation by @AnaVManana @UCSFCancer
 on Oncolytic Viruses and Intratumoral Therapies on the horizon for NSLC
a lot of work still in pre-clinical stage, but interesting synergy w ICI therapies to watch. 
 #lcsm",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893028924373823772,"#TTLC25,  #lcsm",1,9,28,2476,
2025-02-21,"Fantastic overview by @JustinGainor
 on emerging oncogene-directed #immunotherapies, such as peptide- & mRNA #vaccines being investigated in ALK+ #NSCLC, preclinical data on targeting macrophages by combining targeted tx & CD47 inhibitors & early data w/ cellular therapies #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893028963028541584,"#TTLC25,  #vaccines, #NSCLC",0,10,31,2566,
2025-02-21,"LIVE from #TTLC25! 
@NarjustFlorezMD @Jia_Luo & Dr. Melina Marmarelis discuss two of the most challenging thoracic malignancies—NUT carcinoma & mesothelioma on #LungCancerConsidered. Learn about diagnosis, mutations & targeted therapy. Listen now: https://bit.ly/TTLC24Live1",x.com,IASLC,19800,@IASLC,"Denver, CO",United States,https://x.com/IASLC/status/1893030680910528937,#TTLC25,2,9,26,2476,
2025-02-21,"Excellent talk by @AnaVManana on #oncolytic viruses & #intratumoral therapies being investigated across melanoma, NSCLC, & other solid tumors, promising #IGNYTE findings of RP1 + nivo in melanoma w/ NSCLC cohort underway & novel combinations, eg. oncolytic viruses + CAR-T #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893031665779228958,"#oncolytic, #intratumoral, #IGNYTE, #TTLC25",1,7,25,2663,
2025-02-21,"Get ready for the first-ever #TTLC25 discussion on the demographics of lung cancer, with a special focus on young adults. Let’s take a trip down #history and see how far we’ve come. #LungCancerAwareness #YoungAdults #MedicalMilestones",x.com,#FlorezLab,1493,@Florez_Lab,"Boston, MA",United States,https://x.com/Florez_Lab/status/1893036019827478995,"#TTLC25, #history, #LungCancerAwareness,  #YoungAdults, #MedicalMilestones",1,4,5,624,
2025-02-21,Lunch with @Latinamd at #TTLC25! @IASLC,x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1893043451328938374,#TTLC25,3,1,22,1809,
2025-02-21,"From psychosocial needs to fertility, sexual health, treatment impact, and timely diagnostics – we’re tackling it all!  #LungCancerAwareness #YoungAdults #MedicalResearch #InnovativeStudies #womeninstem #TTLC25",x.com,#FlorezLab,1493,@Florez_Lab,"Boston, MA",United States,https://x.com/Florez_Lab/status/1893046194458300880,"#LungCancerAwareness, #YoungAdults, #MedicalResearch, #InnovativeStudies, #womeninstem, #TTLC25",0,2,4,457,
2025-02-21,"BRAF Non-V600 mut make up ~5% NSCLC, current approved BRAF/MEKi have limited activities d/t high RAS dependency/RAF dimerization Unmet needs
Visible BRAF classification in NGS report is helpful #NGS #Caris #FoundationMedicine #Guardant 
Early trial referral is  #TTLC25",x.com,Mya Tran,110,@MyaPrecisionG,"Indianapolis, IN",United States,https://x.com/MyaPrecisionG/status/1893051690879701281,"#NGS, #Caris, #FoundationMedicine, #Guardant, #TTLC25",0,5,12,818,
2025-02-21,"Always nice to meet #LCSM #friends from around the #world! Thanks 
@IASLC #TTLC25 for providing a platform for collaborations, discussions and just for hanging out! 
@VamsiVelcheti @AMansfieldMD @ElaineShumMD and many others! 
@APCLC_2023 @apoddc @CUHKMedicine",x.com,"Herbert Loong, MBBS, FASCO",4102,@herbloong,Hong Kong,China,https://x.com/herbloong/status/1893056003739959354,"#LCSM, #friends, #world,  #TTLC25",1,3,22,1291,
2025-02-21,"@YoungLungCancer takes center stage at #TTLC25 as @COlazagasti highlights the shifting demographics of lung cancer.

Delayed diagnosis remains far too common in young patients—we must do better.",x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1893057065305665765,#TTLC25,2,5,10,2273,
2025-02-21,"#TTLC25 My cup is full after spending time with amazing #WomeninThoracicOncology Dr Natasha Leighl  
@pmcancercentre and @NarjustFlorezMD @DanaFarberNews @IASLC",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893057516411535842,"#TTLC25, #WomeninThoracicOncology",1,4,40,1359,
2025-02-21,"@triparnasen@drshieldsmd @IASLC
⁩ #TTLC25 Small Cell Sisters",x.com,Dr. Nagla Abdel Karim,2514,@NaglaAKarimMD,VA,United States,https://x.com/NaglaAKarimMD/status/1893057873456034070, #TTLC25,1,3,48,1194,
2025-02-21,"#TTLC25 Great review by 
@JustinGainor on emerging TKI+ICI combos, oncogene-directed peptide& mRNA #vaccines to make prior “cold” tumor immunogenic  & early data w/ cellular therapies #TTLC25 #lcsm 
@IASLC",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893064090806853864,#TTLC25,0,2,9,931,
2025-02-21,"#TTLC25 
@COlazagastic@SylvesterCancercpresents data for rising incidence of #younglungcancer & women w lung cancer-contributing risk factors and molecular characteristics. 
#lcsm 
@YoungLungCancerc@Florez_Lab",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893065588890562952,"#TTLC25, #younglungcancer, #lcsm",0,10,23,4006,
2025-02-21,Congrats @KelseyPanMD on the fantastic oral abstract presentation on a large global cohort of patients with LMD and experience with CNS penetrant TKI. Intrathecal amivantamab trial coming soon ! @LeXiuning,x.com,Bingnan Zhang,429,@BZhangMD,,United States,https://x.com/BZhangMD/status/1893065827974553814,,0,5,20,1917,
2025-02-21,Excited to see @KelseyPanMD here at #TTLC25!!,x.com,"Eric K. Singhi, MD",4906,@lungoncdoc,"Houston, TX",United States,https://x.com/lungoncdoc/status/1893067017181351955,#TTLC25,1,0,7,818,
2025-02-21,Congrats to @KelseyPanMD for her fantastic oral abstract talk #TTLC25 on outcomes in pts w/ LMD from NSCLC. Key finding was improvement in OS w/ CNS-penetrant TKIs in pts w/ NSCLC with oncogenic drivers. Incredibly important multi-institutional study addressing a huge unmet need,x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893067949398721020,#TTLC25 ,1,10,26,2324,
2025-02-21,"#TTLC25 The future of #thoraciconcology is so bright we got to wear shades with @lungoncdoc
 @MDAndersonNews @IASLC #lcsm @SylvesterCancer",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893068284280418595,"#TTLC25, #thoraciconcology ",1,0,12,827,
2025-02-21,"#TTLC25 The most memorable and impactful conversations I had at this  meeting were with #lungcancer #patientadvocates . Thanks for all you do! #lcsm 
@Sunonmyhip @anguspratt",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893068391440638178,"#TTLC25 , #lungcancer, #patientadvocates, #lcsm ",3,7,36,1833,
2025-02-21,"Honored to take the stage at #TTLC25 to discuss the changing demographics of lung cancer 

Especially when I share the stage with my dear friend and mentor 
@NarjustFlorezMD @IASLC @Florez_Lab",x.com,"Coral Olazagasti, MD",2964,@COlazagasti,"Miami, FL",United States,https://x.com/COlazagasti/status/1893070824300511389,#TTLC25,1,4,24,2095,
2025-02-21,"#TTLC25 ""Best of Oral ABstracts"" 
@BiagioRicciutMD @lungoncdoc
 Dr. Federica Pecci’s #METex14 NSCLC project
although no overall difference in PFS starting with either ICI or TKI, BUT: 
(1) High PDL1 pts benefit more from first-line ICI more. (2) Low PDL1 and CNS mets pts benefit from first-line TKI (capmatinib tepotinib).",x.com,"Xiuning Le MD PhD
",1589,@LeXiuning,"Houston, Tx",United States,https://x.com/LeXiuning/status/1893071752554782950,#TTLC25,0,13,39,1828,
2025-02-21,"#TTLC “Best of Oral Abstracts” from a rising star  
@KelseyPanMD @BiagioRicciutMD @IASLC @lungoncdoc @MDAndersonNews
 We assembled the largest international cohort of LMD #lungcancer (592 pts) #LMD #lungcancer. We investigated: (1) What is the LMD overall survival (LM-OS) for all NSCLC pts in current era? (2) How to diagnose LMD effectively? (3) What types of treatment approaches improve LM-OS?",x.com,"Xiuning Le MD PhD
",1589,@LeXiuning,"Houston, Tx",United States,https://x.com/LeXiuning/status/1893068860150235334,"#TTLC, #LMD, #lungcancer",2,8,53,3758,
2025-02-21,"#TTLC25 Powerful presentation by @NarjustFlorezMD
 
@DanaFarberNews
 on understanding #YoungLungCancer from the patient’s perspective addressing:
-delayed diagnosis
-survivorship issues
-fertility/ pregnancy
-financial toxicity #lcsm 
@YoungLungCancer
 
@Florez_Lab",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893071919689212284,"#TTLC25,  #YoungLungCancer, #lcsm ",0,9,20,1321,
2025-02-21,"Join us at #TTLC25 for a TED Talk-style satellite symposium on HER2-activating mutations in NSCLC.
3 global experts explore disease insights, treatment advances & patient-centered strategies in this engaging session.
Saturday from 7-8am
Register: https://bit.ly/TTLC25MS",x.com,IASLC,19800,@IASLC,"Denver, CO",United States,https://x.com/IASLC/status/1893074507822194850,#TTLC25,0,0,2,719,https://na.eventscloud.com/website/81514/
2025-02-21,"#TTLC25 
@IASLC Best oral presentations with amazing presentations by trainees & junior faculty :
@KelseyPanMD @MDAndersonNews
 Federica Pecci @DanaFarberNews
 
@ABarsouk @UPennCancer @lingfenye @MSKCancerCenter

Divyagupta @NUFeinbergMed
 
 #lcsm",x.com,Dr. Estela Rodriguez,7130,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1893076789540307006,"#TTLC25, #lcsm",0,4,19,1125,
2025-02-21,"Dr.Pecci on 1L MET TKI vs IO in METex14skip NSCLC  PDL1 might help to personalize tx approach 
TPS >=80 IO based 
TPS<50  MET TKIs 
TPS 50-79? small n, no difference
no signal of toxicity TKI post IO or vice versa 
#TTLC25 #METex14skipping #PrecisionMedicine",x.com,Mya Tran,110,@MyaPrecisionG,"Indianapolis, IN",United States,https://x.com/MyaPrecisionG/status/1893079671304024323,"#TTLC25, #METex14skipping ,#PrecisionMedicine",0,5,6,349,
2025-02-21,"Great presentation by @pecci_federica1 on MET exon 14 skipping mutations in NSCLC and on differences in outcomes between patients treated with first-line MET inhibitors such as capmatinib, tepotinib, or crizotinib vs first-line immune checkpoint inhibitors #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893080052973060254, #TTLC25,1,3,13,1183,
2025-02-21,"Excellent presentation by #LingYe on further characterizing the landscape of #SMARCA4 alterations in lung cancer and assessing outcomes with chemo- or immunotherapy associated with biallelic SMARCA4 alterations, identifying an important unmet need #TTLC25",x.com,"Sarah Waliany, MD, MS",1113,@SWaliany,,United States,https://x.com/SWaliany/status/1893080491563077782,"#TTLC25, #LingYe,  #SMARCA4 ",0,0,2,197,
